"TID","EN","FR","DE","ES","IT","NL","NO","TR","JP","KR","RU","AR","PT","CN","CNT","FA","ID","MS","TH","FI","VI"
"TID_INVALID_WAR_MEMBERS_INFO_MID","Select either <low> or <high> participants",,,,,,,,,,,,,,,,,,,,
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","Select maximum <value> participants",,,,,,,,,,,,,,,,,,,,
"TID_READY","READY!",,,,,,,,,,,,,,,,,,,,
"TID_USE","USE",,,,,,,,,,,,,,,,,,,,
"TID_ABILITY_ON_COOLDOWN","ABILITY NOT READY!",,,,,,,,,,,,,,,,,,,,
"TID_NOT_FOUND","NOT FOUND",,,,,,,,,,,,,,,,,,,,
"TID_TERMS_OF_SERVICE_BUTTON","Terms of service",,,,,,,,,,,,,,,,,,,,
"TID_PRIVACY_POLICY_BUTTON","Privacy policy",,,,,,,,,,,,,,,,,,,,
"TID_PARENTS_GUIDE_BUTTON","Parent's Guide",,,,,,,,,,,,,,,,,,,,
"TID_FAQ_BUTTON","Help and support",,,,,,,,,,,,,,,,,,,,
"TID_SETTINGS_ON","ON",,,,,,,,,,,,,,,,,,,,
"TID_SETTINGS_OFF","OFF",,,,,,,,,,,,,,,,,,,,
"TID_MUSIC","Music",,,,,,,,,,,,,,,,,,,,
"TID_SOUND_EFFECTS","Sound Effects",,,,,,,,,,,,,,,,,,,,
"TID_LANGUAGE","Language",,,,,,,,,,,,,,,,,,,,
"TID_SUPERCELL_ID_INFO","Sign in with a Supercell ID account to safeguard your progress and play on multiple devices.",,,,,,,,,,,,,,,,,,,,
"TID_SUPERCELL_ID_TITLE","Supercell ID",,,,,,,,,,,,,,,,,,,,
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Connected",,,,,,,,,,,,,,,,,,,,
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Disconnected",,,,,,,,,,,,,,,,,,,,
"TID_GOOGLE_PLAY_SIGNIN","Google Play Sign-in",,,,,,,,,,,,,,,,,,,,
"TID_FACEBOOK_CONNECTED","Connected",,,,,,,,,,,,,,,,,,,,
"TID_FACEBOOK_DISCONNECTED","Disconnected",,,,,,,,,,,,,,,,,,,,
"TID_FACEBOOK_SIGNIN","Facebook Sign-in",,,,,,,,,,,,,,,,,,,,
"TID_PROFANITY_FILTER","Team Chat Profanity Filter",,,,,,,,,,,,,,,,,,,,
"TID_DRAG_UNIT_OUT_TO_REMOVE","DRAG UNITS OUT TO REMOVE",,,,,,,,,,,,,,,,,,,,
"TID_CONFIRM_CHANGE_LANGUAGE_TITLE","Language settings",,,,,,,,,,,,,,,,,,,,
"TID_CONFIRM_CHANGE_LANGUAGE","Are you sure you want to change the language settings?",,,,,,,,,,,,,,,,,,,,
"TID_PLAYER_ID","Player ID: <HIGH>-<LOW>",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_GO_HOME","GO HOME",,,,,,,,,,,,,,,,,,,,
"TID_HEAL_COMMANDER","HEAL COMMANDER?",,,,,,,,,,,,,,,,,,,,
"TID_HEAL_N_ATTACK","HEAL & ATTACK",,,,,,,,,,,,,,,,,,,,
"TID_ATTACK_WITHOUT","ATTACK WITHOUT",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_LOCATION_UNKNOWN","NOT SET",,,,,,,,,,,,,,,,,,,,
"TID_EUROPE","Europe","Europe","Europa","Europa","Europa","Europa","Europa","Avrupa","ヨーロッパ","유럽","Европа","أوروبا","Europa","欧洲","歐洲","اروپا","Eropa","Eropah","ยุโรป","Eurooppa","Châu Âu"
"TID_NORTH_AMERICA","North America","Amérique du Nord","Nordamerika","América del Norte","America del Nord","Noord-Amerika","Nord-Amerika","Kuzey Amerika","北アメリカ","북아메리카","Северная Америка","أمريكا الشمالية","América do Norte","北美洲","北美","آمریکای شمالی","Amerika Utara","Amerika Utara","อเมริกาเหนือ","Pohjois-Amerikka","Bắc Mỹ"
"TID_SOUTH_AMERICA","South America","Amérique du Sud","Südamerika","América del Sur","Sud America","Zuid-Amerika","Sør-Amerika","Güney Amerika","南アメリカ","남아메리카","Южная Америка","أمريكا الجنوبية","América do Sul","南美洲","南美","آمریکای جنوبی","Amerika Selatan","Amerika Selatan","อเมริกาใต้","Etelä-Amerikka","Nam Mỹ"
"TID_ASIA","Asia","Asie","Asien","Asia","Asia","Azië","Asia","Asya","アジア","아시아","Азия","آسيا","Ásia","亚洲","亞洲","آسیا","Asia","Asia","เอเชีย","Aasia","Châu Á"
"TID_AUSTRALIA","Australia","Australie","Australien","Australia","Australia","Australië","Australia","Avustralya","オーストラリア","호주","Австралия","أستراليا","Austrália","澳大利亚","澳大利亞","استرالیا","Australia","Australia","ออสเตรเลีย","Australia","Úc"
"TID_AFRICA","Africa","Afrique","Afrika","África","Africa","Afrika","Afrika","Afrika","アフリカ","아프리카","Африка","أفريقيا","África","非洲","非洲","آفریقا","Afrika","Afrika","แอฟริกา","Afrikka","Châu Phi"
"TID_INTERNATIONAL","International","International","International","Internacional","Internazionale","Internationaal","Internasjonalt","Uluslararası","インターナショナル","전 세계","Международное","دولي","Internacional","全球","全球","بین‌المللی","Internasional","Antarabangsa","นานาชาติ","Kansainvälinen","Quốc tế"
"TID_AFGHANISTAN","Afghanistan","Afghanistan","Afghanistan","Afganistán","Afghanistan","Afghanistan","Afghanistan","Afganistan","アフガニスタン","아프가니스탄","Афганистан","أفغانستان","Afeganistão","阿富汗","阿富汗","افغانستان","Afghanistan","Afghanistan","อัฟกานิสถาน","Afghanistan","Afghanistan"
"TID_ALAND_ISLANDS","Åland Islands","Îles Åland","Åland","Islas Åland","Isole Åland","Ålandseilanden","Åland","Åland Adaları","オーランド諸島","올란드 제도","Аландские острова","جزر آلاند","Ilhas Åland","奥兰群岛","奧蘭","جزایر آلند","Kepulauan Åland","Kepulauan Åland","หมู่เกาะโอลันด์","Ahvenanmaa","Đảo Åland"
"TID_ALBANIA","Albania","Albanie","Albanien","Albania","Albania","Albanië","Albania","Arnavutluk","アルバニア","알바니아","Албания","ألبانيا","Albânia","阿尔巴尼亚","阿爾巴尼亞","آلبانی","Albania","Albania","แอลเบเนีย","Albania","Albania"
"TID_ALGERIA","Algeria","Algérie","Algerien","Argelia","Algeria","Algerije","Algerie","Cezayir","アルジェリア","알제리","Алжир","الجزائر","Argélia","阿尔及利亚","阿爾及利亞","الجزیره","Algeria","Algeria","แอลจีเรีย","Algeria","Algeria"
"TID_AMERICAN_SAMOA","American Samoa","Samoa américaines","Amerikanisch-Samoa","Samoa Americana","Samoa Americane","Amerikaans-Samoa","Amerikansk Samoa","Amerikan Samoası","アメリカ領サモア","미국령 사모아","Американское Самоа","ساموا الأمريكية","Samoa Americana","美属萨摩亚","美屬薩摩亞","ساموآی آمریکایی","Samoa Amerika","Samoa Amerika","อเมริกันซามัว","Amerikan Samoa","Samoa thuộc Mỹ"
"TID_ANDORRA","Andorra","Andorre","Andorra","Andorra","Andorra","Andorra","Andorra","Andora","アンドラ","안도라","Андорра","أندورا","Andorra","安道尔","安道爾","آندورا","Andorra","Andorra","อันดอร์รา","Andorra","Andorra"
"TID_ANGOLA","Angola","Angola","Angola","Angola","Angola","Angola","Angola","Angola","アンゴラ","앙골라","Ангола","أنغولا","Angola","安哥拉","安哥拉","آنگولا","Angola","Angola","แองโกลา","Angola","Angola"
"TID_ANGUILLA","Anguilla","Anguilla","Anguilla","Anguila","Anguilla","Anguilla","Anguilla","Anguilla","アンギラ","앙귈라","Ангилья","أنغيلا","Anguila","安圭拉岛","安圭拉","آنگویلا","Anguilla","Anguilla","แองกวิลลา","Anguilla","Anguilla"
"TID_ANTARCTICA","Antarctica","Antarctique","Antarktis","Antártida","Antartide","Antarctica","Antarktis","Antarktika","南極","남극","Антарктика","القارة القطبية الجنوبية","Antártica","南极洲","南極洲","آنتاریکا","Antartika","Antartika","แอนตาร์กติกา","Antarktis","Châu Nam Cực"
"TID_ANTIGUA_AND_BARBUDA","Antigua and Barbuda","Antigua-et-Barbuda","Antigua und Barbuda","Antigua y Barbuda","Antigua e Barbuda","Antigua en Barbuda","Antigua og Barbuda","Antigua ve Barbuda","アンティグア・バーブーダ","앤티가 바부다","Антигуа и Барбуда","أنتيغوا وبربودا","Antígua e Barbuda","安提瓜和巴布达","安地卡及巴布達","آنتیگوا و باربودا","Antigua dan Barbuda","Antigua dan Barbuda","แอนติกาและบาร์บูดา","Antigua ja Barbuda","Antigua và Barbuda"
"TID_ARGENTINA","Argentina","Argentine","Argentinien","Argentina","Argentina","Argentinië","Argentina","Arjantin","アルゼンチン","아르헨티나","Аргентина","الأرجنتين","Argentina","阿根廷","阿根廷","آرژانتین","Argentina","Argentina","อาร์เจนตินา","Argentiina","Argentina"
"TID_ARMENIA","Armenia","Arménie","Armenien","Armenia","Armenia","Armenië","Armenia","Ermenistan","アルメニア","아르메니아","Армения","أرمينيا","Armênia","亚美尼亚","亞美尼亞","ارمنستان","Armenia","Armenia","อาร์เมเนีย","Armenia","Armenia"
"TID_ARUBA","Aruba","Aruba","Aruba","Aruba","Aruba","Aruba","Aruba","Aruba","アルバ","아루바","Аруба","آروبا","Aruba","阿鲁巴岛","阿魯巴","آروبا","Aruba","Aruba","อารูบา","Aruba","Aruba"
"TID_ASCENSION_ISLAND","Ascension Island","Île de l'Ascension","Ascension","Isla Ascensión","Isola Ascensione","Ascension","Ascension","Ascension Adası","アセンション諸島","어센션 섬","Остров Вознесения","جزيرة أسنسيون","Ilha de Ascensão","阿森松岛","阿森松島","جزیره اسنشن","Pulau Ascension","Pulau Ascension","เกาะอัสเซนชัน","Ascension","Đảo Ascension"
"TID_AUSTRIA","Austria","Autriche","Österreich","Austria","Austria","Oostenrijk","Østerrike","Avusturya","オーストリア","오스트리아","Австрия","النمسا","Áustria","奥地利","奧地利","اتریش","Austria","Austria","ออสเตรีย","Itävalta","Áo"
"TID_AZERBAIJAN","Azerbaijan","Azerbaïdjan","Aserbaidschan","Azerbaiyán","Azerbaigian","Azerbeidzjan","Aserbajdsjan","Azerbaycan","アゼルバイジャン","아제르바이잔","Азербайджан","أذربيجان","Azerbaijão","阿塞拜疆","亞塞拜然","آذربایجان","Azerbaijan","Azerbaijan","อาเซอร์ไบจาน","Azerbaidžan","Azerbaijan"
"TID_BAHAMAS","Bahamas","Bahamas","Bahamas","Bahamas","Bahamas","Bahama's","Bahamas","Bahamalar","バハマ","바하마","Багамы","جزر البهاما","Bahamas","巴哈马群岛","巴哈馬","باهاماس","Bahama","Bahamas","บาฮามาส","Bahama","Bahamas"
"TID_BAHRAIN","Bahrain","Bahreïn","Bahrain","Baréin","Bahrain","Bahrein","Bahrain","Bahreyn","バーレーン","바레인","Бахрейн","البحرين","Bahrein","巴林岛","巴林","بحرین","Bahrain","Bahrain","บาห์เรน","Bahrain","Bahrain"
"TID_BANGLADESH","Bangladesh","Bangladesh","Bangladesch","Bangladés","Bangladesh","Bangladesh","Bangladesh","Bangladeş","バングラデシュ","방글라데시","Бангладеш","بنغلاديش","Bangladesh","孟加拉国","孟加拉","بنگلادش","Bangladesh","Bangladesh","บังกลาเทศ","Bangladesh","Bangladesh"
"TID_BARBADOS","Barbados","Barbade","Barbados","Barbados","Barbados","Barbados","Barbados","Barbados","バルバドス","바베이도스","Барбадос","بربادوس","Barbados","巴巴多斯","巴貝多","بارباداس","Barbados","Barbados","บาร์เบโดส","Barbados","Barbados"
"TID_BELARUS","Belarus","Biélorussie","Weißrußland","Bielorrusia","Bielorussia","Belarus","Hviterussland","Beyaz Rusya","ベラルーシ","벨라루스","Белоруссия","روسيا البيضاء","Bielorrússia","白俄罗斯","白俄羅斯","بلاروس","Belarus","Belarus","เบลารุส","Valko-Venäjä","Belarus"
"TID_BELGIUM","Belgium","Belgique","Belgien","Bélgica","Belgio","België","Belgia","Belçika","ベルギー","벨기에","Бельгия","بلجيكا","Bélgica","比利时","比利時","بلژیک","Belgia","Belgium","เบลเยียม","Belgia","Bỉ"
"TID_BELIZE","Belize","Belize","Belize","Belice","Belize","Belize","Belize","Belize","ベリーズ","벨리즈","Белиз","بليز","Belize","伯利兹","貝里斯","بلیز","Belize","Belize","เบลีซ","Belize","Belize"
"TID_BENIN","Benin","Bénin","Benin","Benín","Benin","Benin","Benin","Benin","ベニン","베냉","Бенин","بنين","Benin","贝宁","貝南","بنین","Benin","Benin","เบนิน","Benin","Benin"
"TID_BERMUDA","Bermuda","Bermudes","Bermuda","Bermudas","Bermuda","Bermuda","Bermuda","Bermuda","バミューダ","버뮤다","Бермуды","برمودا","Bermudas","百慕大群岛","百慕達","برمودا","Bermuda","Bermuda","เบอร์มิวดา","Bermuda","Bermuda"
"TID_BHUTAN","Bhutan","Bhoutan","Bhutan","Bután","Bhutan","Bhutan","Bhutan","Butan","ブータン","부탄","Бутан","بوتان","Butão","不丹","不丹","بوتان","Bhutan","Bhutan","ภูฏาน","Bhutan","Bhutan"
"TID_BOLIVIA","Bolivia","Bolivie","Bolivien","Bolivia","Bolivia","Bolivia","Bolivia","Bolivya","ボリビア","볼리비아","Боливия","بوليفيا","Bolívia","玻利维亚","玻利維亞","بولیوی","Bolivia","Bolivia","โบลิเวีย","Bolivia","Bolivia"
"TID_BOSNIA_AND_HERZEGOVINA","Bosnia and Herzegovina","Bosnie-Herzégovine","Bosnien und Herzegovina","Bosnia-Herzegovina","Bosnia-Erzegovina","Bosnië en Herzegovina","Bosnia-Hercegovina","Bosna Hersek","ボスニア・ヘルツェゴビナ","보스니아 헤르체고비나","Босния и Герцеговина","البوسنة والهرسك","Bósnia-Herzegovina","波斯尼亚和黑塞哥维那","波士尼亞與赫塞哥維納","بوسنی و هرزگوین","Bosnia dan Herzegovina","Bosnia dan Herzegovina","บอสเนียและเฮอร์เซโกวีนา","Bosnia ja Hertsegovina","Bosnia và Herzegovina"
"TID_BOTSWANA","Botswana","Botswana","Botswana","Botsuana","Botswana","Botswana","Botswana","Botsvana","ボツワナ","보츠와나","Ботсвана","بوتسوانا","Botsuana","博茨瓦纳","波札那","بوتسوانا","Botswana","Botswana","บอตสวานา","Botswana","Botswana"
"TID_BOUVET_ISLAND","Bouvet Island","Île Bouvet","Bouvetinsel","Isla Bouvet","Isola Bouvet","Bouveteiland","Bouvetøya","Bouvet Adası","ブーベ島","부베 섬","Остров Буве","جزيرة بوفيت","Ilha Bouvet","布维岛","布威島","جزیره بووت","Pulau Bouvet","Pulau Bouvet","เกาะบูเว","Bouvet´nsaari","Đảo Bouvet"
"TID_BRAZIL","Brazil","Brésil","Brasilien","Brasil","Brasile","Brazilië","Brasil","Brezilya","ブラジル","브라질","Бразилия","البرازيل","Brasil","巴西","巴西","برزیل","Brasil","Brazil","บราซิล","Brasilia","Brazil"
"TID_BRITISH_INDIAN_OCEAN_TERRITORY","British Indian Ocean Territory","Territoire britannique de l'océan Indien","Britisches Territorium im Indischen Ozean","Territorio Británico del Océano Índico","Territorio Brit. dell'Oceano Indiano","Brits Indische Oceaanterritorium","Det britiske territoriet i Indiahavet","İngiliz Hint Okyanusu Bölgesi","イギリス領インド洋地域","영국령 인도양 식민지","Брит. Тер. в Индийском Океане","إقليم المحيط الهندي البريطاني","Território Britânico do Oceano Índico","英属印度洋领地","英屬印度洋領地","قلمرو بریتانیا در اقیانوس هند","Wilayah Samudra Hindia Britania","Wilayah Lautan Hindi British","บริติชอินเดียนโอเชียนเทร์ริทอรี","Brittiläinen Intian valtameren alue","Lãnh thổ Ấn Độ Dương thuộc Anh"
"TID_BRITISH_VIRGIN_ISLANDS","British Virgin Islands","Îles Vierges britanniques","Britische Jungferninseln","Islas Vírgenes Británicas","Isole Vergini Britanniche","Britse Maagdeneilanden","De britiske jomfruøyene","İngiliz Virgin Adaları","イギリス領ヴァージン諸島","영국령 버진 아일랜드","Виргинские Острова","جزر فيرجن البريطانية","Ilhas Virgens Britânicas","英属维尔京群岛","英屬維京群島","جزایر ویرجین بریتانیا","Kepulauan Virgin Inggris","Kepulauan Virgin British","หมู่เกาะบริติชเวอร์จิน","Brittiläiset Neitsytsaaret","Quần đảo Virgin thuộc Anh"
"TID_BRUNEI","Brunei","Brunei","Brunei","Brunéi","Brunei","Brunei","Brunei","Brunei","ブルネイ","브루나이","Бруней","بروناي","Brunei","文莱","汶萊","برونی","Brunei","Brunei","บรูไน","Brunei","Brunei"
"TID_BULGARIA","Bulgaria","Bulgarie","Bulgarien","Bulgaria","Bulgaria","Bulgarije","Bulgaria","Bulgaristan","ブルガリア","불가리아","Болгария","بلغاريا","Bulgária","保加利亚","保加利亞","بلغارستان","Bulgaria","Bulgaria","บัลแกเรีย","Bulgaria","Bulgaria"
"TID_BURKINA_FASO","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","ブルキナファソ","부르키나 파소","Буркина-Фасо","بوركينا فاسو","Burkina Faso","布基纳法索","布吉納法索","بورکینافاسو","Burkina Faso","Burkina Faso","บูร์กินาฟาโซ","Burkina Faso","Burkina Faso"
"TID_BURUNDI","Burundi","Burundi","Burundi","Burundi","Burundi","Burundi","Burundi","Burundi","ブルンジ","부룬디","Бурунди","بوروندي","Burundi","布隆迪","蒲隆地","بروندی","Burundi","Burundi","บุรุนดี","Burundi","Burundi"
"TID_CAMBODIA","Cambodia","Cambodge","Kambodscha","Camboya","Cambogia","Cambodja","Kambodsja","Kamboçya","カンボジア","캄보디아","Камбоджа","كمبوديا","Camboja","柬埔寨","柬埔寨","کامبوج","Kamboja","Kemboja","กัมพูชา","Kambodža","Campuchia"
"TID_CAMEROON","Cameroon","Cameroun","Kamerun","Camerún","Camerun","Kameroen","Kamerun","Kamerun","カメルーン","카메룬","Камерун","الكاميرون","Camarões","喀麦隆","喀麥隆","کامرون","Kamerun","Cameroon","แคเมอรูน","Kamerun","Cameroon"
"TID_CANADA","Canada","Canada","Kanada","Canadá","Canada","Canada","Canada","Kanada","カナダ","캐나다","Канада","كندا","Canadá","加拿大","加拿大","کانادا","Kanada","Kanada","แคนาดา","Kanada","Canada"
"TID_CANARY_ISLANDS","Canary Islands","Îles Canaries","Kanarische Inseln","Islas Canarias","Isole Canarie","Canarische Eilanden","Kanariøyene","Kanarya Adaları","カナリア諸島","카나리 제도","Канарские острова","جزر الكناري","Ilhas Canárias","加那利群岛","加那利群島","جزایر قناری","Kepulauan Canaria","Kepulauan Canary","หมู่เกาะคะเนรี","Kanariansaaret","Quần đảo Canary"
"TID_CAPE_VERDE","Cape Verde","Cap-Vert","Kap Verde","Cabo Verde","Capo Verde","Kaapverdië","Kapp Verde","Cape Verde","カーボベルデ","카보베르데","Кабо-Верде","الرأس الأخضر","Cabo Verde","佛得角","維德角","کیپ ورد","Tanjung Verde","Tanjung Verde","เคปเวิร์ด","Kap Verde","Cape Verde"
"TID_CARIBBEAN_NETHERLANDS","Caribbean Netherlands","Pays-Bas caribéens","Karibische Niederlande","Caribe Neerlandés","Caraibi Olandesi","Caribisch Nederland","Karibisk Nederland","Karayip Hollandası","オランダ領ＢＥＳ諸島","네덜란드령 카리브","Бонэйр, Синт-Эстатиус и Саба","جزر المملكة الهولندية الكاريبية","Holanda Caribenha","荷兰加勒比区","荷蘭加勒比區","جزایر کارائیب هلند","Karibia Belanda","Belanda Caribbean","แคริบเบียนเนเธอร์แลนด์","Karibian Alankomaat","Caribbean Hà Lan"
"TID_CAYMAN_ISLANDS","Cayman Islands","Îles Caïmans","Kaimaninseln","Islas Caimán","Isole Cayman","Kaaimaneilanden","Caymanøyene","Cayman Adaları","ケイマン諸島","케이맨 제도","Острова Кайман","جزر كايمان","Ilhas Cayman","开曼群岛","開曼群島","جزایر کیمن","Kepulauan Cayman","Kepulauan Cayman","หมู่เกาะเคย์แมน","Caymansaaret","Quần đảo Cayman"
"TID_CENTRAL_AFRICAN_REPUBLIC","Central African Republic","République centrafricaine","Zentralafrikanische Republik","República Centroafricana","Repubblica Centrafricana","Centraal-Afrikaanse Republiek","Den sentralafrikanske republikk","Orta Afrika Cumhuriyeti","中央アフリカ共和国","중앙아프리카 공화국","Центральноафриканская Республика","جمهورية أفريقيا الوسطى","República Centro-Africana","中非共和国","中非共和國","جمهوری آفریقای مرکزی","Republik Afrika Tengah","Republik Afrika Tengah","สาธารณรัฐแอฟริกากลาง","Keski-Afrikan tasavalta","Cộng hòa Trung Phi"
"TID_CEUTA_AND_MELILLA","Ceuta and Melilla","Ceuta et Melilla","Ceuta und Melilla","Ceuta y Melilla","Ceuta e Melilla","Ceuta en Melilla","Ceuta og Melilla","Ceuta ve Melilla","セウタおよびメリリャ","세우타 메릴라","Сеута и Мелилья","سبتة ومليلية","Ceuta e Melilla","休达和梅利利亚","修達及梅利利亞","سیته و ملیله","Ceuta dan Melilla","Ceuta dan Melilla","เซวตาและเมลียา","Ceuta ja Melilla","Ceuta và Melilla"
"TID_CHAD","Chad","Tchad","Tschad","Chad","Ciad","Tsjaad","Tsjad","Çad","チャド","차드","Чад","تشاد","Chade","乍得","查德","چاد","Cad","Chad","ชาด","Tšad","Chad"
"TID_CHILE","Chile","Chili","Chile","Chile","Cile","Chili","Chile","Şili","チリ","칠레","Чили","تشيلي","Chile","智利","智利","شیلی","Cile","Chile","ชิลี","Chile","Chile"
"TID_CHINA","China","Chine","China","China","Cina","China","Kina","Çin","中国","중국","Китай","الصين","China","中国","中國","چین","Tiongkok","China","จีน","Kiina","Trung Quốc"
"TID_CHRISTMAS_ISLAND","Christmas Island","Île Christmas","Weihnachtsinsel","Isla de Navidad","Isola Christmas","Christmaseiland","Christmasøya","Christmas Adası","クリスマス島","크리스마스 섬","Остров Рождества","جزيرة كريسماس","Ilha Christmas","圣诞岛","聖誕島","جزیره کریسمس","Pulau Natal","Pulau Krismas","เกาะคริสต์มาส","Joulusaari","Đảo Giáng Sinh"
"TID_COCOS_KEELING_ISLANDS","Cocos (Keeling) Islands","Îles Cocos","Kokosinseln (Keeling)","Islas Cocos","Isole Cocos (Keeling)","Cocoseilanden","Kokosøyene","Cocos (Keeling) Adaları","ココス（キーリング）諸島","코코스 제도","Кокосовые острова (Килинг)","جزر كوكوس (كيلينغ)","Ilhas Cocos (Keeling)","科科斯（基林）群岛","科科斯（基林）群島","جزایر کوکوس (کیلینگ)","Kepulauan Cocos (Keeling)","Kepulauan Cocos (Keeling)","หมู่เกาะโคโคส (คีลิง)","Kookossaaret","Quần đảo Cocos (Keeling)"
"TID_COLOMBIA","Colombia","Colombie","Kolumbien","Colombia","Colombia","Colombia","Colombia","Kolombiya","コロンビア","콜롬비아","Колумбия","كولومبيا","Colômbia","哥伦比亚","哥倫比亞","کلمبیا","Kolombia","Colombia","โคลอมเบีย","Kolumbia","Colombia"
"TID_COMOROS","Comoros","Comores","Komoren","Comoras","Comore","Comoren","Komorene","Komor Adaları","コモロ","코모로","Коморы","جزر القمر","Ilhas Comores","科摩罗","葛摩","کومور","Komoro","Comoros","คอโมโรส","Komorit","Comoros"
"TID_CONGO_DRC","Congo (DRC)","Congo (RDC)","Demokratische Republik Kongo","Rep. Dem. del Congo","Repubblica Democratica del Congo","Congo-Kinshasa","Den demokratiske republikken Kongo","Kongo (DRC)","コンゴ民主共和国","콩고 민주공화국","Конго (ДРК)","الكونغو (جمهورية الكونغو الديموقراطية)","Congo (DRC)","刚果民主共和国","剛果民主共和國","کنگو (جمهوری دموکرات)","Kongo (DRC)","Congo (DRC)","คองโก (สาธารณรัฐประชาธิปไตยคองโก)","Kongon demokraattinen tasavalta","Cộng hòa Dân chủ Congo"
"TID_CONGO_REPUBLIC","Congo (Republic)","République du Congo","Republik Kongo","República del Congo","Repubblica del Congo","Congo-Brazzaville","Republikken Kongo","Kongo (Cumhuriyet)","コンゴ共和国","콩고","Республика Конго","الكونغو (جمهورية)","Congo (República)","刚果共和国","剛果共和國","کنگو (جمهوری)","Kongo (Republik)","Congo (Republik)","คองโก (สาธารณรัฐคองโก)","Kongon tasavalta","Cộng hòa Congo"
"TID_COOK_ISLANDS","Cook Islands","Îles Cook","Cookinseln","Islas Cook","Isole Cook","Cookeilanden","Cookøyene","Cook Adaları","クック諸島","쿡 제도","Острова Кука","جزر كوك","Ilhas Cook","库克群岛","庫克群島","جزایر کوک","Kepulauan Cook","Kepulauan Cook","หมู่เกาะคุก","Cookinsaaret","Quần đảo Cook"
"TID_COSTA_RICA","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Kosta Rika","コスタリカ","코스타리카","Коста-Рика","كوستاريكا","Costa Rica","哥斯达黎加","哥斯大黎加","کاستاریکا","Kosta Rika","Costa Rica","คอสตาริกา","Costa Rica","Costa Rica"
"TID_COTE_DIVOIRE","Côte d´Ivoire","Côte d'Ivoire","Elfenbeinküste","Costa de Marfil","Costa d'Avorio","Ivoorkust","Elfenbenskysten","Fildişi Sahili","コートジボワール","코트디부아르","Кот-д´Ивуар","كوت ديفوار","Costa do Marfim","科特迪瓦","象牙海岸","ساحل عاج","Côte d´Ivoire","Côte d´Ivoire","โกตดิวัวร์","Norsunluurannikko","Bờ Biển Ngà"
"TID_CROATIA","Croatia","Croatie","Kroatien","Croacia","Croazia","Kroatië","Kroatia","Hırvatistan","クロアチア","크로아티아","Хорватия","كرواتيا","Croácia","克罗地亚","克羅埃西亞","کرواسی","Kroasia","Croatia","โครเอเชีย","Kroatia","Croatia"
